,LFQ intensity SW480_1,LFQ intensity SW480_2,LFQ intensity SW480_3,LFQ intensity SW620_1,LFQ intensity SW620_2,LFQ intensity Sw620_3
0,0.0,0.0,0.0,6943800.0,16874000.0,16660000.0
1,0.0,28.6,28.6,347180000.0,57966000.0,34091000.0
2,7618100000.0,966260000.0,812890000.0,1904300000.0,2087000000.0,735540000.0
3,0.0,2.9,2.9,2.9,2.9,2.9
4,6139400.0,29568000.0,478570000.0,321910000.0,423610000.0,0.0
5,26280000.0,27199000.0,26679000.0,35709000.0,35169000.0,33595000.0
6,1062700000.0,1101700000.0,1349900000.0,1488500000.0,1139000000.0,1086000000.0
7,725790000.0,730500000.0,818520000.0,844120000.0,856970000.0,818760000.0
8,65531000.0,55699000.0,81275000.0,96844000.0,68704000.0,96062000.0
9,18273000.0,17580000.0,23400000.0,18805000.0,16402000.0,17038000.0
10,211320000.0,206770000.0,213290000.0,535030000.0,639690000.0,666390000.0
11,0.0,0.0,0.0,0.0,0.0,5701600.0
12,0.0,0.0,0.0,0.0,3238200.0,0.0
13,167410000.0,135800000.0,188710000.0,276030000.0,127480000.0,194500000.0
14,14200000.0,14748000.0,16027000.0,19250000.0,28561000.0,15639000.0
15,16363000.0,11415000.0,13560000.0,38951000.0,40089000.0,47177000.0
16,0.0,0.0,0.0,0.0,0.0,6481300.0
17,0.0,0.0,4081300.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,163230000.0,182130000.0,245190000.0,268780000.0,180830000.0,166170000.0
20,14221000.0,11466000.0,17213000.0,8352100.0,8073300.0,6354100.0
21,0.0,0.0,0.0,0.0,0.0,7819400.0
22,0.0,0.0,42359000.0,0.0,0.0,0.0
23,130370000.0,120270000.0,175160000.0,177120000.0,144250000.0,143570000.0
24,198230000.0,473540000.0,1155200000.0,496620000.0,706930000.0,228340000.0
25,0.0,0.0,0.0,15036000.0,0.0,0.0
26,237730000.0,203280000.0,236880000.0,243950000.0,239310000.0,253410000.0
27,37165000.0,35665000.0,39699000.0,42513000.0,51638000.0,40171000.0
28,14435000.0,21323000.0,33092000.0,8912700.0,30152000.0,21787000.0
29,0.0,0.0,0.0,0.0,0.0,8001500.0
30,0.0,0.0,0.0,0.0,0.0,13446000.0
31,1024200000.0,984170000.0,1119900000.0,1673600000.0,1229200000.0,1200800000.0
32,26381000.0,25421000.0,40771000.0,0.0,13640000.0,65279000.0
33,0.0,0.0,0.0,0.0,0.0,22.4
34,0.0,24082000.0,25795000.0,24817000.0,17620000.0,23867000.0
35,221570000.0,198040000.0,196500000.0,125320000.0,156530000.0,192830000.0
36,55953000.0,63457000.0,102300000.0,239890000.0,84798000.0,73534000.0
37,10083000.0,11111000.0,15243000.0,39038000.0,19572000.0,18229000.0
38,0.0,0.0,0.0,0.0,0.0,3472800.0
39,0.0,0.0,11496000.0,0.0,0.0,0.0
40,0.0,0.0,1890100.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,13739000.0,0.0
42,411830000.0,420820000.0,448550000.0,0.0,467070000.0,0.0
43,807290000.0,754410000.0,781810000.0,891980000.0,853770000.0,864630000.0
44,12726000.0,11478000.0,15915000.0,11496000.0,8848100.0,5656200.0
45,0.0,0.0,0.0,0.0,0.0,7084700.0
46,110900000.0,98109000.0,103420000.0,86711000.0,96379000.0,70178000.0
47,32095000.0,116000000.0,247620000.0,76664000.0,134120000.0,43845000.0
48,0.0,0.0,0.0,0.0,0.0,14340000.0
49,25226000.0,0.0,22633000.0,0.0,27254000.0,25584000.0
50,15029000.0,19598000.0,19883000.0,23154000.0,19650000.0,24865000.0
51,119450000.0,124820000.0,105810000.0,89349000.0,88852000.0,72200000.0
52,0.0,0.0,0.0,0.0,0.0,36190000.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,107640000.0,95860000.0,148210000.0,100800000.0,80655000.0,88562000.0
55,166680000.0,158000000.0,221590000.0,0.0,20045000.0,21243000.0
56,293830000.0,293510000.0,302290000.0,168540000.0,184720000.0,170500000.0
57,67020000.0,139950000.0,128300000.0,43397000.0,106280000.0,75683000.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,13596000.0
60,36.8,36.8,8498600000.0,756810000.0,679160000.0,1489600000.0
61,608010000.0,249020000.0,191630000.0,282880000.0,426760000.0,259920000.0
62,28228000.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,16100000.0,0.0
64,13090000.0,0.0,0.0,0.0,0.0,0.0
65,61857000.0,69103000.0,81716000.0,38201000.0,33934000.0,38530000.0
66,0.0,0.0,0.0,0.0,0.0,1818000.0
67,0.0,0.0,0.0,0.0,0.0,66875000.0
68,0.0,0.0,14460000.0,0.0,0.0,0.0
69,5277200.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,1373200.0,0.0,0.0
71,160090000.0,106270000.0,79953000.0,56675000.0,166220000.0,54065000.0
72,8.8,12.3,305320000.0,23670000.0,23322000.0,56991000.0
73,14.0,26.0,0.0,34.698,0.0,0.0
74,26917000.0,34330000.0,25374000.0,18633000.0,55468000.0,56515000.0
160,0.0,32.6,32.6,32.6,34.0,32.6
161,0.0,0.0,239690000.0,0.0,0.0,0.0
162,76352000.0,72066000.0,72979000.0,47387000.0,48769000.0,50133000.0
163,34624000.0,41914000.0,35350000.0,25769000.0,39770000.0,46029000.0
164,37499000.0,26862000.0,37146000.0,58989000.0,46724000.0,35916000.0
165,0.0,0.0,0.0,0.0,51706000.0,0.0
166,2744000000.0,1408100000.0,1407800000.0,1748200000.0,1620800000.0,1431400000.0
167,334730000.0,313320000.0,387910000.0,376720000.0,334030000.0,343350000.0
168,0.0,0.0,0.0,9492900.0,14503000.0,9437700.0
169,459190000.0,387160000.0,605930000.0,894420000.0,659710000.0,617300000.0
170,1221300000.0,1170800000.0,1388300000.0,398040000.0,451620000.0,471840000.0
171,1514500000.0,3729400000.0,2953400000.0,1321400000.0,1997600000.0,1391700000.0
172,4954000000.0,5006200000.0,4742400000.0,959480000.0,973680000.0,983760000.0
173,311830000.0,304920000.0,309110000.0,200250000.0,274800000.0,282010000.0
174,81954000.0,106760000.0,103180000.0,86012000.0,91868000.0,90963000.0
175,905790000.0,825320000.0,885210000.0,730970000.0,686180000.0,660530000.0
176,1670600000.0,1409100000.0,1777200000.0,1578600000.0,1321900000.0,1487800000.0
177,0.0,0.0,0.0,0.0,0.0,7424200.0
178,296750000.0,313170000.0,315840000.0,154050000.0,149950000.0,151980000.0
179,0.0,20448000.0,35539000.0,0.0,0.0,29040000.0
180,952440000.0,1084900000.0,814950000.0,697700000.0,1051500000.0,1146800000.0
181,565670000.0,565340000.0,543990000.0,724240000.0,640060000.0,699680000.0
182,87418000.0,95708000.0,95232000.0,41883000.0,32781000.0,27082000.0
183,521550000.0,214140000.0,182190000.0,311860000.0,438100000.0,266150000.0
184,17324000.0,19749000.0,39018000.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,10615000.0
186,3656900000.0,3704800000.0,3960000000.0,3332700000.0,3075200000.0,3039300000.0
187,2329000000.0,2603000000.0,2514600000.0,2941600000.0,2324100000.0,2211200000.0
188,248200000.0,195390000.0,236930000.0,150910000.0,202800000.0,217930000.0
189,348310000.0,359830000.0,281120000.0,0.0,139740000.0,191840000.0
190,86047000.0,86263000.0,88907000.0,81084000.0,84201000.0,81700000.0
191,16443000.0,10799000.0,27700000.0,25277000.0,34494000.0,21374000.0
192,1207300000.0,1203600000.0,1110700000.0,753950000.0,1053900000.0,947320000.0
193,1064900000.0,1065500000.0,1077700000.0,1281200000.0,1148000000.0,1075300000.0
194,65034000.0,211090000.0,209820000.0,85932000.0,193080000.0,78935000.0
195,315630000.0,326360000.0,297180000.0,384670000.0,407290000.0,359200000.0
196,381360000.0,388210000.0,423700000.0,255560000.0,206090000.0,198210000.0
197,9818200000.0,10215000000.0,9074600000.0,7513500000.0,8293500000.0,8085200000.0
198,2155300000.0,2097900000.0,2450100000.0,2178300000.0,2085700000.0,1747100000.0
199,33909000.0,27956000.0,30334000.0,137670000.0,162210000.0,110250000.0
200,0.0,0.0,0.0,4669300.0,0.0,0.0
201,865460000.0,293230000.0,242370000.0,297520000.0,466070000.0,429960000.0
202,9023800.0,11849000.0,13414000.0,11755000.0,0.0,0.0
203,44953000.0,37935000.0,46471000.0,25483000.0,42681000.0,35437000.0
204,29631000.0,33593000.0,30607000.0,25961000.0,23802000.0,25660000.0
205,139040000.0,152190000.0,225020000.0,25156000.0,41847000.0,61153000.0
206,3898600000.0,3214100000.0,4249200000.0,8538500000.0,7596400000.0,8065400000.0
207,564230000.0,144480000.0,138800000.0,181700000.0,390880000.0,333620000.0
208,32134000.0,41907000.0,35966000.0,18536000.0,18099000.0,19380000.0
209,255870000.0,303450000.0,214800000.0,398370000.0,276750000.0,323710000.0
210,687130000.0,747440000.0,558290000.0,953600000.0,976750000.0,955340000.0
211,1650900000.0,1738100000.0,2174800000.0,2691800000.0,2172800000.0,2039600000.0
212,239410000.0,265660000.0,279320000.0,390500000.0,210640000.0,204740000.0
213,515880000.0,494040000.0,545190000.0,476720000.0,369360000.0,363290000.0
214,24166000.0,23567000.0,22872000.0,0.0,0.0,0.0
215,36075000.0,90122000.0,85288000.0,85299000.0,89501000.0,40246000.0
216,114890000.0,129780000.0,98014000.0,104820000.0,129380000.0,169400000.0
217,0.0,0.0,0.0,80124000.0,80121000.0,63727000.0
218,95539000.0,25787000.0,6376800.0,13881000.0,41311000.0,33696000.0
219,7569100.0,0.0,0.0,0.0,0.0,0.0
220,78215000.0,91282000.0,82468000.0,191140000.0,84146000.0,91750000.0
221,0.0,0.0,3056700.0,0.0,0.0,0.0
222,62128000.0,43063000.0,43782000.0,74369000.0,43857000.0,38634000.0
223,323150000.0,360480000.0,282820000.0,257380000.0,230320000.0,242220000.0
224,1612200000.0,1546400000.0,1842000000.0,1578100000.0,1445000000.0,1277700000.0
225,0.0,23618000.0,0.0,0.0,0.0,0.0
226,40.0,40.0,40.0,7035200000.0,196790000.0,218990000.0
227,973320000.0,986150000.0,1076500000.0,708250000.0,833830000.0,678320000.0
228,0.0,0.0,0.0,0.0,1730000.0,0.0
229,0.0,0.0,0.0,0.0,4696400.0,0.0
230,599300000.0,641000000.0,480990000.0,510750000.0,1200600000.0,1227700000.0
231,0.0,0.0,13731000.0,30904000.0,17391000.0,0.0
232,53109000.0,46004000.0,51917000.0,17357000.0,21814000.0,21244000.0
233,723320000.0,702440000.0,745070000.0,973450000.0,1102500000.0,1047200000.0
234,14365000.0,14645000.0,14510000.0,34049000.0,28180000.0,18298000.0
235,700930000.0,633150000.0,840500000.0,467670000.0,405110000.0,474500000.0
236,0.0,0.0,2398700.0,0.0,0.0,0.0
237,573790000.0,424920000.0,644310000.0,423380000.0,528670000.0,549870000.0
238,2771900000.0,2753100000.0,2576400000.0,2942800000.0,2776900000.0,2794000000.0
239,0.0,58.6,60.0,56.5,52.7,58.5
240,74471000.0,63673000.0,112400000.0,108410000.0,43679000.0,20122000.0
241,55862000.0,62464000.0,38103000.0,17649000.0,27201000.0,0.0
242,222900000.0,214580000.0,256890000.0,454500000.0,450140000.0,484140000.0
243,595410000.0,646890000.0,695100000.0,334000000.0,316980000.0,342530000.0
244,0.0,0.0,0.0,0.0,0.0,87657000.0
245,324450000.0,504360000.0,302200000.0,289840000.0,333300000.0,319160000.0
246,10243000.0,0.0,0.0,0.0,21122000.0,8093600.0
247,0.0,10972000.0,0.0,13075000.0,19786000.0,14616000.0
248,61820000.0,114290000.0,115610000.0,38853000.0,108210000.0,57914000.0
249,358850000.0,359660000.0,349930000.0,272600000.0,222880000.0,294510000.0
250,1091000000.0,954420000.0,1446900000.0,1321300000.0,1073200000.0,1144200000.0
251,460560000.0,619190000.0,350060000.0,242350000.0,305250000.0,266770000.0
252,0.0,0.0,0.0,0.0,0.0,2437700.0
253,0.0,4286800.0,0.0,27688000.0,20036000.0,28335000.0
254,297140000.0,270000000.0,259760000.0,393610000.0,527990000.0,471810000.0
255,83448000.0,92036000.0,74355000.0,134460000.0,116220000.0,149560000.0
256,37425000.0,8922100.0,0.0,0.0,0.0,0.0
257,0.0,0.0,1825800.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,5447500.0
259,0.0,0.0,0.0,0.0,0.0,2239400.0
260,219940000.0,196090000.0,202810000.0,219290000.0,180190000.0,167900000.0
261,0.0,0.0,9085900.0,12644000.0,0.0,12717000.0
262,150910000.0,178450000.0,95443000.0,140490000.0,113380000.0,100170000.0
263,111150000.0,0.0,0.0,0.0,0.0,0.0
264,32728000.0,0.0,0.0,0.0,0.0,0.0
265,212570000.0,238420000.0,199060000.0,296010000.0,208280000.0,200430000.0
266,18814000.0,24833000.0,20833000.0,0.0,0.0,15036000.0
267,202900000.0,232960000.0,206510000.0,153250000.0,148130000.0,134470000.0
268,1043200000.0,1063800000.0,1416000000.0,1382800000.0,1370200000.0,1312400000.0
269,36.1,36.1,36.1,36.1,10901000000.0,1205500000.0
270,0.0,0.0,15991000.0,0.0,0.0,0.0
271,705090000.0,664400000.0,759520000.0,823390000.0,704940000.0,718720000.0
272,245500000.0,224090000.0,257300000.0,116120000.0,122600000.0,95171000.0
273,979560000.0,1016300000.0,946030000.0,8500000.0,26188000.0,19982000.0
274,5.8,9.4,470170000.0,37520000.0,43542000.0,101810000.0
275,194400000.0,204080000.0,193260000.0,155410000.0,201720000.0,170480000.0
276,304400000.0,327030000.0,310270000.0,467520000.0,476930000.0,403910000.0
277,48425000.0,47403000.0,42955000.0,41234000.0,57681000.0,47397000.0
278,71740000.0,67978000.0,90156000.0,75626000.0,78481000.0,75716000.0
279,75957000.0,65848000.0,67356000.0,91242000.0,61499000.0,57330000.0
280,68409000.0,63734000.0,79050000.0,38152000.0,34979000.0,30682000.0
281,104870000.0,72738000.0,126070000.0,42711000.0,37944000.0,88117000.0
282,140400000.0,145320000.0,127960000.0,176260000.0,160460000.0,209530000.0
283,0.0,0.0,0.0,0.0,0.0,3650600.0
284,0.0,0.0,0.0,0.0,0.0,12405000.0
285,0.0,28557000.0,28333000.0,65115000.0,44302000.0,27438000.0
286,15596000.0,9450200.0,10863000.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0
288,11293000.0,13517000.0,16172000.0,16686000.0,16586000.0,0.0
289,19270000.0,22382000.0,20875000.0,36412000.0,21738000.0,16740000.0
290,7306200.0,0.0,8454000.0,11746000.0,10975000.0,23673000.0
291,30908000.0,0.0,24583000.0,18568000.0,18536000.0,0.0
292,209830000.0,218770000.0,254180000.0,144140000.0,101860000.0,88947000.0
293,12716000.0,10467000.0,11583000.0,0.0,11756000.0,11782000.0
294,1969900000.0,1678500000.0,1594400000.0,623710000.0,1618300000.0,1544200000.0
295,2345200000.0,3417400000.0,1312300000.0,1241500000.0,1523800000.0,1930800000.0
296,1249800000.0,1384100000.0,1107200000.0,1036700000.0,1723600000.0,1535200000.0
297,70238000.0,73692000.0,42924000.0,112980000.0,104920000.0,90138000.0
298,0.0,0.0,0.0,0.0,0.0,4095500.0
299,1076100000.0,982360000.0,1337700000.0,730640000.0,629000000.0,482350000.0
300,643610000.0,1845100000.0,3544600000.0,1283500000.0,1860900000.0,931380000.0
301,138980000.0,109780000.0,141010000.0,130080000.0,85339000.0,92586000.0
302,0.0,0.0,0.0,254110000.0,0.0,0.0
303,186040000.0,176410000.0,173050000.0,190700000.0,187110000.0,163290000.0
304,48557000.0,47544000.0,67234000.0,172820000.0,121960000.0,129390000.0
305,4060500000.0,10040000000.0,8876400000.0,4276100000.0,6252400000.0,4891500000.0
306,300840000.0,278650000.0,296300000.0,281910000.0,399790000.0,417150000.0
307,970110.0,0.0,0.0,0.0,2218600.0,0.0
308,51229000.0,62977000.0,52640000.0,13114000.0,0.0,10717000.0
309,0.0,0.0,0.0,0.0,0.0,2859400.0
310,7064800.0,45024000.0,52216000.0,59676000.0,75782000.0,34163000.0
311,0.0,0.0,46918000.0,0.0,0.0,0.0
312,258060000.0,212380000.0,201690000.0,141090000.0,167420000.0,154080000.0
313,0.0,8172700.0,7529200.0,0.0,10620000.0,14811000.0
314,21417000.0,28347000.0,31472000.0,29960000.0,30815000.0,33690000.0
315,661320000.0,736200000.0,670940000.0,1121200000.0,771280000.0,710910000.0
316,457030000.0,968940000.0,701320000.0,333800000.0,658790000.0,441390000.0
317,0.0,0.0,0.0,18236000.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,3394900.0
319,61.7,61.7,4499400000.0,294820000.0,257730000.0,1054300000.0
320,1187100000.0,1225100000.0,1349700000.0,2057900000.0,1515800000.0,1366500000.0
321,28569000.0,28300000.0,632430000.0,0.0,0.0,0.0
322,115540000.0,119750000.0,104650000.0,221600000.0,194900000.0,170120000.0
323,0.0,13288000.0,0.0,0.0,0.0,0.0
324,192380000.0,210080000.0,172230000.0,149480000.0,141760000.0,145370000.0
325,51.5,51.5,46146000000.0,5081900000.0,4588500000.0,11555000000.0
326,300620000.0,320980000.0,309020000.0,299570000.0,299550000.0,263490000.0
327,78796000.0,59794000.0,95952000.0,88859000.0,51546000.0,79129000.0
328,0.0,0.0,0.0,0.0,0.0,3961800.0
329,43360000.0,31768000.0,50183000.0,0.0,0.0,0.0
330,608900000.0,618200000.0,485910000.0,324800000.0,420290000.0,452530000.0
331,135520000.0,123910000.0,193830000.0,210500000.0,165110000.0,182990000.0
332,333630000.0,354980000.0,398820000.0,674940000.0,561530000.0,548520000.0
333,1489500000.0,1214300000.0,1755700000.0,3252100000.0,2647900000.0,3157700000.0
334,5695100000.0,5442700000.0,5225700000.0,4479800000.0,3886900000.0,4653800000.0
335,321200000.0,316330000.0,367600000.0,387860000.0,361190000.0,387030000.0
336,45497000.0,0.0,0.0,21822000.0,0.0,28959000.0
337,0.0,0.0,24068000.0,25304000.0,34247000.0,30241000.0
338,877130000.0,258950000.0,319210000.0,277530000.0,564180000.0,450380000.0
339,900950000.0,996330000.0,787050000.0,425550000.0,651130000.0,728870000.0
340,383340000.0,851830000.0,438930000.0,217450000.0,346780000.0,420310000.0
341,16461000.0,11770000.0,14982000.0,19417000.0,16224000.0,16583000.0
342,1395900000.0,1372100000.0,1377500000.0,1736400000.0,1612900000.0,1449200000.0
343,29298000.0,37467000.0,37752000.0,55191000.0,40740000.0,32305000.0
344,34112000.0,37553000.0,31839000.0,74374000.0,62555000.0,73213000.0
345,0.0,0.0,10973000.0,0.0,0.0,0.0
346,53514000.0,86977000.0,42419000.0,36038000.0,51941000.0,75032000.0
347,1090700000.0,995270000.0,1051100000.0,2628400000.0,2318700000.0,2318400000.0
348,35813000.0,22586000.0,37805000.0,0.0,0.0,0.0
349,0.0,0.0,0.0,85372000.0,0.0,0.0
350,129880000.0,331600000.0,381480000.0,142550000.0,240050000.0,143630000.0
351,0.0,12137000.0,16859000.0,0.0,12125000.0,6746200.0
352,128190000.0,134620000.0,166820000.0,249610000.0,236460000.0,248050000.0
353,21380000.0,20464000.0,20169000.0,48867000.0,35578000.0,23496000.0
354,94316000.0,62989000.0,148900000.0,250090000.0,139430000.0,155630000.0
355,295780000.0,316090000.0,284040000.0,74634000.0,80924000.0,72440000.0
356,34671000.0,33837000.0,27493000.0,31252000.0,42476000.0,40856000.0
357,73227000.0,71904000.0,103050000.0,71587000.0,0.0,31344000.0
358,288910000.0,303130000.0,290550000.0,274980000.0,213020000.0,200940000.0
359,199910000.0,220390000.0,167910000.0,77447000.0,136380000.0,167510000.0
360,0.0,0.0,0.0,0.0,0.0,7370700.0
361,990570000.0,909740000.0,739520000.0,626420000.0,667490000.0,815160000.0
362,1652700000.0,1512200000.0,1711300000.0,1510500000.0,1505600000.0,1515500000.0
363,1073700000.0,1152900000.0,1201200000.0,1144800000.0,916630000.0,1039800000.0
364,64213000.0,59197000.0,61049000.0,42336000.0,0.0,36671000.0
365,0.0,0.0,0.0,0.0,14525000.0,0.0
366,487320000.0,460180000.0,500770000.0,829920000.0,672200000.0,647770000.0
367,14407000.0,14865000.0,57330000.0,17180000.0,14571000.0,16825000.0
368,128320000.0,136290000.0,99026000.0,179100000.0,143720000.0,169140000.0
369,195250000.0,173760000.0,199320000.0,92503000.0,76419000.0,90461000.0
370,47016000.0,50893000.0,56397000.0,48660000.0,36231000.0,48956000.0
371,69027000.0,65147000.0,52664000.0,11331000.0,12845000.0,14116000.0
372,606830000.0,658440000.0,506240000.0,413490000.0,578410000.0,569530000.0
373,386860000.0,348930000.0,382270000.0,452470000.0,306070000.0,384890000.0
374,295550000.0,329480000.0,284180000.0,550790000.0,480660000.0,498700000.0
375,32862000.0,50518000.0,82905000.0,90339000.0,56820000.0,62024000.0
376,34850000.0,27568000.0,55071000.0,0.0,15474000.0,21736000.0
377,58684000.0,74740000.0,41841000.0,0.0,0.0,0.0
378,42503000.0,42159000.0,38640000.0,20308000.0,40925000.0,47391000.0
379,52166000.0,25375000.0,31932000.0,28352000.0,30717000.0,32902000.0
380,0.0,0.0,0.0,0.0,0.0,4605300.0
381,577010000.0,551930000.0,640350000.0,589000000.0,496670000.0,499270000.0
382,247690000.0,214380000.0,233080000.0,235960000.0,187530000.0,226650000.0
383,281240000.0,311750000.0,474450000.0,283320000.0,310920000.0,265960000.0
384,233740000.0,179020000.0,296040000.0,335810000.0,243980000.0,261100000.0
385,612320000.0,555710000.0,493530000.0,445400000.0,437320000.0,493790000.0
386,333370000.0,298140000.0,430950000.0,241920000.0,175540000.0,223970000.0
387,700030000.0,640080000.0,717020000.0,524170000.0,484350000.0,480180000.0
388,201870000.0,431540000.0,379070000.0,291620000.0,329480000.0,171890000.0
389,0.0,0.0,0.0,0.0,0.0,25100000.0
390,72497000.0,60477000.0,66556000.0,47275000.0,47442000.0,29203000.0
391,12342000.0,23697000.0,186910000.0,70289000.0,85244000.0,12676000.0
392,1605800000.0,1618100000.0,1407600000.0,2332600000.0,1358200000.0,1198800000.0
393,1774200000.0,1694100000.0,1675700000.0,1322300000.0,1739000000.0,1691800000.0
394,78124000.0,119330000.0,100680000.0,117440000.0,180380000.0,109310000.0
395,37097000.0,34216000.0,37308000.0,41214000.0,22509000.0,26612000.0
396,1370200000.0,1272300000.0,1534300000.0,1895200000.0,1535200000.0,1619000000.0
397,997800000.0,1115000000.0,1052700000.0,1581300000.0,971600000.0,1006800000.0
398,83710000.0,70524000.0,106160000.0,107760000.0,81853000.0,80904000.0
399,94700000.0,98255000.0,92893000.0,131830000.0,117430000.0,85007000.0
400,308030000.0,420170000.0,375100000.0,460710000.0,173920000.0,176780000.0
401,24829000.0,24548000.0,23523000.0,36246000.0,34998000.0,45513000.0
402,348280000.0,338990000.0,395490000.0,450290000.0,352200000.0,313140000.0
403,287110000.0,282430000.0,318450000.0,513110000.0,405480000.0,406190000.0
404,0.0,0.0,0.0,0.0,0.0,7.6
405,0.0,0.0,0.0,0.0,0.0,4298100.0
406,465570000.0,374650000.0,369960000.0,428360000.0,424590000.0,510190000.0
407,23667000.0,19248000.0,0.0,0.0,0.0,0.0
408,92315000.0,89537000.0,142510000.0,290020000.0,207530000.0,209030000.0
409,143250000.0,144120000.0,0.0,0.0,0.0,0.0
410,316460000.0,304500000.0,313510000.0,176350000.0,238560000.0,257630000.0
411,372890000.0,382500000.0,465580000.0,168030000.0,143520000.0,127830000.0
412,0.0,0.0,7168100.0,0.0,0.0,0.0
413,563110000.0,601010000.0,486240000.0,531840000.0,475830000.0,510540000.0
414,56035000.0,59599000.0,68325000.0,47686000.0,66730000.0,33302000.0
415,337860000.0,395910000.0,383610000.0,394180000.0,389060000.0,403450000.0
416,112110000.0,133990000.0,181860000.0,85837000.0,176090000.0,168560000.0
417,0.0,0.0,0.0,0.0,0.0,8076900.0
418,15.6,14.4,490400000.0,54548000.0,39104000.0,73910000.0
419,44306000.0,48998000.0,226130000.0,0.0,0.0,0.0
420,148970000.0,130600000.0,121950000.0,82271000.0,132060000.0,93696000.0
421,5.7,6.7,333780000.0,29570000.0,20785000.0,76176000.0
422,0.0,0.0,19.1,19.1,19.1,12.7
423,0.0,0.0,5306200.0,0.0,0.0,0.0
424,2496900000.0,2571800000.0,2837200000.0,4034800000.0,3515100000.0,3502000000.0
425,398970000.0,412680000.0,377570000.0,488990000.0,426720000.0,432170000.0
426,116300000.0,115960000.0,146780000.0,183820000.0,102770000.0,118400000.0
427,137870000.0,131960000.0,137440000.0,127120000.0,101880000.0,84471000.0
428,76043000.0,71598000.0,97668000.0,163190000.0,76288000.0,96034000.0
429,7587700.0,9314700.0,9163500.0,0.0,12473000.0,12078000.0
430,218460000.0,213460000.0,202750000.0,217700000.0,215960000.0,209880000.0
431,0.0,0.0,0.0,0.0,0.0,6769200.0
432,30723000.0,34538000.0,57899000.0,0.0,15468000.0,0.0
433,5977900000.0,5888300000.0,6992700000.0,4105600000.0,3533200000.0,3342300000.0
434,515350000.0,483470000.0,540700000.0,618720000.0,580550000.0,589440000.0
435,2088500000.0,2076200000.0,2024000000.0,1010700000.0,765960000.0,826830000.0
436,80606000.0,57263000.0,52305000.0,50226000.0,56587000.0,67825000.0
437,561090000.0,489480000.0,449850000.0,455210000.0,479410000.0,510050000.0
438,3703900000.0,3321000000.0,3542000000.0,3556200000.0,3014200000.0,3504700000.0
439,0.0,0.0,0.0,0.0,4043600.0,0.0
440,0.0,26.9,25.1,25.1,26.9,24.4
441,224860000.0,314670000.0,509900000.0,430180000.0,463590000.0,294890000.0
442,559980000.0,617890000.0,621380000.0,739030000.0,587260000.0,557180000.0
443,0.0,0.0,0.0,0.0,0.0,4148000.0
444,926760000.0,822260000.0,859850000.0,760080000.0,980490000.0,1007500000.0
445,180010000.0,176700000.0,158310000.0,87355000.0,101940000.0,84147000.0
446,19746000.0,21812000.0,23843000.0,32369000.0,0.0,0.0
447,24161000.0,39847000.0,57116000.0,0.0,0.0,0.0
448,42557000.0,48034000.0,53128000.0,43489000.0,42389000.0,30721000.0
449,566490000.0,647440000.0,595500000.0,364440000.0,320040000.0,345780000.0
450,64011000.0,64350000.0,65718000.0,150840000.0,91933000.0,96297000.0
451,19557000.0,19378000.0,25930000.0,27180000.0,25616000.0,20713000.0
452,366060000.0,328300000.0,301790000.0,290690000.0,334700000.0,379950000.0
453,34798000.0,35754000.0,34884000.0,52572000.0,61619000.0,42339000.0
454,10047000.0,15151000.0,17425000.0,0.0,0.0,0.0
455,2930600000.0,2991000000.0,3197800000.0,6519400000.0,5419700000.0,5487700000.0
456,571260000.0,571230000.0,688660000.0,732750000.0,685540000.0,697150000.0
457,998400000.0,950110000.0,1001900000.0,722870000.0,698780000.0,624310000.0
458,3419500000.0,3633700000.0,2825700000.0,1477700000.0,2079400000.0,2138200000.0
459,63777000.0,73605000.0,94167000.0,72257000.0,75947000.0,100880000.0
460,21147000.0,30421000.0,30551000.0,42549000.0,21528000.0,25537000.0
461,0.0,0.0,11342000.0,1774200.0,0.0,0.0
462,183890000.0,187600000.0,183410000.0,282350000.0,253580000.0,257970000.0
463,98184000.0,102850000.0,113810000.0,78242000.0,71185000.0,80618000.0
464,161460000.0,157320000.0,148160000.0,218640000.0,214730000.0,235040000.0
465,0.0,12694000.0,0.0,0.0,0.0,0.0
466,174580000.0,159090000.0,476070000.0,317480000.0,145980000.0,206900000.0
467,17414000.0,14675000.0,18151000.0,21728000.0,20615000.0,20938000.0
468,796350000.0,1702000000.0,2988300000.0,1125000000.0,1729900000.0,763060000.0
469,764470000.0,780870000.0,730820000.0,1209700000.0,1370600000.0,1349900000.0
470,45380000.0,43573000.0,20730000.0,13119000.0,20827000.0,31006000.0
471,59246000.0,71995000.0,66004000.0,73028000.0,66163000.0,80427000.0
472,83586000.0,84871000.0,181470000.0,41632000.0,87659000.0,95834000.0
