,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X39,X40,X41,X42,X44,X45,X46,X48,X49,X50,X51,X52,X53,X54,X55,X59,X66,X67,X70,X72,X73,X79,X90,X99,X110,X119,X127,X132,X137,X156,X164,X180,X183,X200,X202,X214,X217,X258,X326,X369,X820,X1178,X1883,X1968,X2039,X3218,X3381,X3395,X3451,X3586,X3618,X3690,X4006,X4165,X5517,X6115,X6682,X7904,X8268,X8335,X8401,X8424,X8487,X8488,X8493,X8496,X8564,X8678,X8699,X8734,X8800,X8806,X8809,X8900,X8935,X8960,X9000,X9117,X9313,X10775
573.13770,Cl115,Cl35,Cl34,Cl34,Cl34,Cl34,Cl34,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl32,Cl32,Cl31,Cl29,Cl29,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl28,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13771,Cl116,Cl113,Cl111,Cl110,Cl110,Cl107,Cl107,Cl105,Cl105,Cl104,Cl104,Cl103,Cl101,Cl100,Cl97,Cl95,Cl94,Cl26,Cl26,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl25,Cl24,Cl23,Cl23,Cl23,Cl23,Cl22,Cl20,Cl20,Cl20,Cl19,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13772,Cl117,Cl114,Cl112,Cl111,Cl111,Cl39,Cl39,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl37,Cl37,Cl36,Cl34,Cl34,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl33,Cl31,Cl29,Cl28,Cl28,Cl28,Cl28,Cl27,Cl25,Cl25,Cl24,Cl23,Cl22,Cl22,Cl21,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13773,Cl118,Cl115,Cl113,Cl112,Cl112,Cl108,Cl108,Cl106,Cl106,Cl105,Cl105,Cl104,Cl102,Cl101,Cl98,Cl96,Cl95,Cl92,Cl91,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13774,Cl119,Cl116,Cl114,Cl113,Cl113,Cl109,Cl109,Cl107,Cl107,Cl106,Cl106,Cl105,Cl103,Cl102,Cl99,Cl97,Cl96,Cl93,Cl92,Cl88,Cl87,Cl86,Cl84,Cl82,Cl82,Cl82,Cl80,Cl78,Cl75,Cl73,Cl71,Cl70,Cl69,Cl67,Cl64,Cl62,Cl61,Cl59,Cl57,Cl56,Cl54,Cl52,Cl52,Cl51,Cl51,Cl50,Cl49,Cl48,Cl47,Cl46,Cl43,Cl43,Cl42,Cl41,Cl41,Cl40,Cl39,Cl38,Cl36,Cl36,Cl36,Cl36,Cl36,Cl36,Cl36,Cl36,Cl35,Cl35,Cl34,Cl34,Cl33,Cl33,Cl32,Cl31,Cl30,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl28,Cl27,Cl26,Cl26,Cl26,Cl26,Cl26,Cl25,Cl24,Cl23,Cl22,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl13,Cl13,Cl12,Cl11,Cl10,Cl9,Cl8,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13775,Cl120,Cl117,Cl115,Cl114,Cl114,Cl110,Cl110,Cl108,Cl108,Cl107,Cl107,Cl106,Cl104,Cl103,Cl100,Cl98,Cl97,Cl94,Cl93,Cl89,Cl88,Cl87,Cl85,Cl83,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13777,Cl121,Cl118,Cl116,Cl115,Cl115,Cl111,Cl111,Cl109,Cl109,Cl108,Cl49,Cl49,Cl49,Cl49,Cl48,Cl48,Cl47,Cl45,Cl45,Cl44,Cl44,Cl43,Cl42,Cl42,Cl42,Cl42,Cl41,Cl39,Cl37,Cl21,Cl21,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13778,Cl122,Cl119,Cl117,Cl116,Cl116,Cl112,Cl112,Cl110,Cl110,Cl109,Cl108,Cl107,Cl105,Cl104,Cl101,Cl99,Cl98,Cl95,Cl94,Cl90,Cl89,Cl88,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13779,Cl123,Cl120,Cl118,Cl117,Cl117,Cl113,Cl113,Cl111,Cl111,Cl110,Cl109,Cl108,Cl106,Cl105,Cl102,Cl100,Cl99,Cl96,Cl95,Cl91,Cl90,Cl89,Cl86,Cl84,Cl83,Cl83,Cl81,Cl79,Cl76,Cl74,Cl72,Cl71,Cl70,Cl68,Cl65,Cl63,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13780,Cl124,Cl121,Cl119,Cl118,Cl118,Cl114,Cl114,Cl112,Cl112,Cl96,Cl96,Cl95,Cl94,Cl93,Cl90,Cl88,Cl87,Cl85,Cl84,Cl82,Cl82,Cl81,Cl79,Cl77,Cl77,Cl77,Cl76,Cl74,Cl71,Cl69,Cl67,Cl66,Cl65,Cl63,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13781,Cl125,Cl122,Cl120,Cl119,Cl119,Cl115,Cl115,Cl113,Cl113,Cl111,Cl110,Cl109,Cl107,Cl106,Cl103,Cl101,Cl100,Cl97,Cl96,Cl92,Cl91,Cl90,Cl87,Cl85,Cl84,Cl84,Cl82,Cl80,Cl77,Cl75,Cl73,Cl72,Cl71,Cl69,Cl66,Cl64,Cl62,Cl60,Cl58,Cl57,Cl55,Cl53,Cl53,Cl52,Cl52,Cl51,Cl50,Cl49,Cl48,Cl47,Cl44,Cl44,Cl43,Cl42,Cl42,Cl41,Cl40,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13782,Cl126,Cl123,Cl121,Cl120,Cl120,Cl116,Cl116,Cl114,Cl114,Cl112,Cl111,Cl110,Cl108,Cl107,Cl104,Cl102,Cl101,Cl98,Cl97,Cl93,Cl92,Cl91,Cl88,Cl86,Cl85,Cl85,Cl83,Cl81,Cl78,Cl76,Cl74,Cl73,Cl72,Cl70,Cl67,Cl65,Cl63,Cl61,Cl59,Cl58,Cl56,Cl54,Cl54,Cl53,Cl53,Cl52,Cl51,Cl50,Cl49,Cl48,Cl45,Cl45,Cl44,Cl43,Cl43,Cl42,Cl41,Cl39,Cl37,Cl37,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13783,Cl127,Cl124,Cl122,Cl121,Cl121,Cl117,Cl117,Cl115,Cl115,Cl113,Cl112,Cl111,Cl109,Cl108,Cl105,Cl103,Cl102,Cl99,Cl98,Cl94,Cl93,Cl92,Cl89,Cl87,Cl86,Cl86,Cl84,Cl82,Cl79,Cl77,Cl75,Cl74,Cl73,Cl71,Cl68,Cl66,Cl64,Cl62,Cl60,Cl59,Cl35,Cl33,Cl33,Cl32,Cl32,Cl31,Cl30,Cl29,Cl28,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13784,Cl128,Cl125,Cl123,Cl122,Cl122,Cl118,Cl118,Cl116,Cl116,Cl114,Cl113,Cl112,Cl110,Cl109,Cl106,Cl104,Cl103,Cl100,Cl99,Cl95,Cl94,Cl93,Cl90,Cl88,Cl87,Cl87,Cl85,Cl83,Cl80,Cl78,Cl76,Cl75,Cl74,Cl72,Cl69,Cl67,Cl65,Cl63,Cl61,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13785,Cl129,Cl126,Cl124,Cl123,Cl123,Cl119,Cl119,Cl117,Cl117,Cl115,Cl114,Cl113,Cl111,Cl110,Cl107,Cl105,Cl104,Cl101,Cl100,Cl96,Cl95,Cl94,Cl91,Cl89,Cl88,Cl88,Cl86,Cl84,Cl81,Cl79,Cl77,Cl76,Cl75,Cl73,Cl70,Cl68,Cl66,Cl64,Cl62,Cl60,Cl57,Cl55,Cl55,Cl54,Cl54,Cl53,Cl52,Cl51,Cl50,Cl49,Cl46,Cl46,Cl45,Cl44,Cl44,Cl43,Cl42,Cl40,Cl38,Cl38,Cl37,Cl37,Cl37,Cl37,Cl37,Cl37,Cl36,Cl36,Cl35,Cl35,Cl34,Cl34,Cl33,Cl32,Cl31,Cl31,Cl30,Cl30,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13786,Cl130,Cl127,Cl125,Cl124,Cl124,Cl120,Cl120,Cl118,Cl118,Cl116,Cl115,Cl114,Cl112,Cl111,Cl108,Cl106,Cl105,Cl102,Cl101,Cl97,Cl96,Cl95,Cl92,Cl90,Cl89,Cl89,Cl87,Cl85,Cl82,Cl80,Cl78,Cl77,Cl76,Cl74,Cl71,Cl69,Cl67,Cl65,Cl63,Cl61,Cl58,Cl56,Cl56,Cl55,Cl55,Cl54,Cl53,Cl52,Cl51,Cl50,Cl47,Cl47,Cl46,Cl45,Cl45,Cl44,Cl43,Cl41,Cl39,Cl39,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl37,Cl37,Cl36,Cl36,Cl35,Cl35,Cl34,Cl33,Cl32,Cl32,Cl31,Cl31,Cl30,Cl30,Cl29,Cl29,Cl28,Cl27,Cl27,Cl8,Cl8,Cl8,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13787,Cl131,Cl128,Cl126,Cl125,Cl125,Cl121,Cl121,Cl119,Cl119,Cl117,Cl116,Cl115,Cl113,Cl112,Cl109,Cl107,Cl106,Cl103,Cl102,Cl98,Cl97,Cl96,Cl93,Cl91,Cl90,Cl90,Cl88,Cl86,Cl83,Cl81,Cl79,Cl78,Cl77,Cl75,Cl72,Cl70,Cl68,Cl66,Cl64,Cl62,Cl59,Cl57,Cl57,Cl56,Cl56,Cl55,Cl54,Cl53,Cl52,Cl51,Cl48,Cl48,Cl47,Cl46,Cl46,Cl45,Cl44,Cl42,Cl40,Cl40,Cl39,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13788,Cl132,Cl129,Cl127,Cl126,Cl126,Cl122,Cl122,Cl120,Cl120,Cl118,Cl117,Cl116,Cl114,Cl113,Cl110,Cl108,Cl107,Cl104,Cl103,Cl99,Cl98,Cl97,Cl94,Cl92,Cl91,Cl91,Cl89,Cl87,Cl84,Cl82,Cl80,Cl79,Cl78,Cl76,Cl73,Cl71,Cl69,Cl67,Cl65,Cl63,Cl60,Cl58,Cl58,Cl57,Cl57,Cl56,Cl55,Cl54,Cl53,Cl52,Cl49,Cl49,Cl48,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13789,Cl133,Cl130,Cl128,Cl127,Cl127,Cl123,Cl123,Cl121,Cl121,Cl119,Cl118,Cl117,Cl115,Cl114,Cl111,Cl109,Cl108,Cl105,Cl104,Cl100,Cl99,Cl98,Cl95,Cl93,Cl92,Cl92,Cl90,Cl88,Cl85,Cl83,Cl81,Cl80,Cl79,Cl77,Cl74,Cl72,Cl70,Cl68,Cl66,Cl64,Cl61,Cl59,Cl59,Cl58,Cl58,Cl57,Cl56,Cl55,Cl54,Cl53,Cl50,Cl50,Cl49,Cl47,Cl47,Cl46,Cl45,Cl43,Cl41,Cl41,Cl40,Cl39,Cl39,Cl39,Cl39,Cl39,Cl38,Cl38,Cl37,Cl37,Cl36,Cl16,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13790,Cl134,Cl131,Cl129,Cl128,Cl128,Cl124,Cl124,Cl122,Cl122,Cl120,Cl119,Cl118,Cl116,Cl115,Cl112,Cl110,Cl109,Cl106,Cl105,Cl101,Cl100,Cl99,Cl96,Cl94,Cl93,Cl93,Cl91,Cl89,Cl86,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13791,Cl135,Cl132,Cl130,Cl129,Cl129,Cl125,Cl125,Cl123,Cl123,Cl121,Cl120,Cl119,Cl117,Cl116,Cl113,Cl111,Cl110,Cl107,Cl106,Cl102,Cl101,Cl100,Cl97,Cl95,Cl94,Cl94,Cl92,Cl90,Cl87,Cl84,Cl82,Cl81,Cl80,Cl78,Cl75,Cl73,Cl71,Cl69,Cl67,Cl65,Cl62,Cl60,Cl60,Cl59,Cl59,Cl58,Cl57,Cl56,Cl55,Cl54,Cl51,Cl51,Cl50,Cl48,Cl48,Cl47,Cl46,Cl44,Cl42,Cl42,Cl41,Cl40,Cl40,Cl40,Cl40,Cl40,Cl39,Cl39,Cl38,Cl38,Cl37,Cl36,Cl35,Cl34,Cl33,Cl33,Cl32,Cl32,Cl31,Cl31,Cl30,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13792,Cl136,Cl133,Cl131,Cl130,Cl130,Cl126,Cl126,Cl124,Cl124,Cl122,Cl121,Cl120,Cl118,Cl117,Cl114,Cl112,Cl111,Cl108,Cl107,Cl103,Cl102,Cl101,Cl98,Cl96,Cl95,Cl95,Cl93,Cl91,Cl88,Cl85,Cl83,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl10,Cl9,Cl8,Cl8,Cl7,Cl6,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13793,Cl137,Cl134,Cl132,Cl131,Cl131,Cl127,Cl127,Cl125,Cl125,Cl123,Cl122,Cl121,Cl119,Cl118,Cl115,Cl113,Cl112,Cl109,Cl108,Cl104,Cl103,Cl102,Cl99,Cl97,Cl96,Cl96,Cl94,Cl92,Cl89,Cl86,Cl84,Cl82,Cl81,Cl79,Cl76,Cl74,Cl72,Cl70,Cl68,Cl66,Cl63,Cl61,Cl61,Cl60,Cl60,Cl59,Cl58,Cl57,Cl56,Cl55,Cl52,Cl52,Cl51,Cl49,Cl49,Cl48,Cl47,Cl45,Cl43,Cl43,Cl42,Cl41,Cl41,Cl41,Cl41,Cl41,Cl40,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
