573.13656	2014
573.13657	2014
573.13658	2014
573.13659	2014
573.13660	other
573.13661	2014
573.13662	2014
573.13663	2014
573.13664	2012
573.13665	2014
573.13666	2014
573.13667	2014
573.13668	2014
573.13669	2014
573.13670	other
573.13671	2014
573.13672	2014
573.13673	2012
573.13674	2014
573.13675	2014
573.13676	2014
573.13677	2014
573.13678	2014
573.13679	2014
573.13680	other
573.13681	2014
573.13682	2012
573.13683	2012
573.13684	2012
573.13685	2014
573.13686	2014
573.13687	2014
573.13688	2012
573.13689	2014
573.13690	other
573.13691	2014
573.13692	2014
573.13693	2014
573.13694	2012
573.13695	2014
573.13696	2014
573.13697	2014
573.13698	2014
573.13699	2014
573.13700	other
573.13701	2014
573.13702	2012
573.13703	2014
573.13704	2014
573.13705	2014
573.13706	2014
573.13707	2014
573.13708	2014
573.13709	2014
573.13710	other
573.13711	2014
573.13712	2012
573.13713	2014
573.13714	2014
573.13715	2014
573.13716	2014
573.13717	2014
573.13718	2014
573.13719	2014
573.13720	other
573.13721	2014
573.13722	2012
573.13723	2014
573.13724	2014
573.13725	2014
573.13726	2014
573.13727	2014
573.13728	2014
573.13729	2014
573.13730	other
573.13731	2014
573.13732	2014
573.13733	2012
573.13734	2014
573.13735	2014
573.13736	2014
573.13737	2014
573.13738	2014
573.13739	2014
573.13740	other
573.13741	2014
573.13742	2014
573.13743	2012
573.13744	2014
573.13745	2014
573.13746	2014
573.13747	2014
573.13748	2014
573.13749	2014
573.13750	other
573.13751	2012
573.13752	2014
573.13753	2014
573.13754	2014
573.13755	2014
573.13756	2014
573.13757	2014
573.13758	2014
573.13759	2012
573.13760	other
573.13761	2014
573.13762	2014
573.13763	2014
573.13764	2014
573.13765	2014
573.13766	2012
573.13767	2014
573.13768	2014
573.13769	2014
573.13770	other
573.13771	2014
573.13772	2014
573.13773	2012
573.13774	2014
573.13775	2014
573.13777	2014
573.13778	2015
573.13779	2015
573.13780	other
573.13781	2014
573.13782	2014
573.13783	2015
573.13784	2014
573.13785	2015
573.13786	2015
573.13787	2014
573.13788	2015
573.13789	2014
573.13790	other
573.13791	2014
573.13792	2014
573.13793	2015
573.13794	2014
573.13795	2015
573.13796	2015
573.13797	2012
573.13798	2015
573.13799	2014
573.13800	other
573.13801	2015
573.13802	2015
573.13803	2015
573.13804	2015
573.13805	2015
573.13806	2015
573.13807	2015
573.13808	2012
573.13809	2015
573.13810	other
573.13811	2015
573.13812	2015
573.13813	2012
573.13814	2015
573.13815	2015
573.13816	2015
573.13817	2015
573.13818	2015
573.13819	2015
573.13820	other
573.13821	2015
573.13822	2015
573.13823	2012
573.13824	2015
573.13825	2015
573.13826	2015
573.13827	2013
573.13828	2013
573.13829	2015
573.13830	other
573.13831	2015
573.13832	2015
573.13833	2015
573.13834	2015
573.13835	2015
573.13836	2015
573.13838	2015
573.13839	2015
573.13840	other
573.13841	2015
573.13842	2015
573.13843	2015
573.13844	2015
573.13845	2015
573.13846	2015
573.13847	2015
573.13848	2015
573.13849	2012
573.13850	other
573.13851	2015
573.13852	2015
573.13853	2015
573.13854	2015
573.13855	2015
573.13856	2015
573.13858	2015
573.13859	2015
573.13860	other
573.13861	2015
573.13862	2015
573.13863	2015
573.13864	2015
573.13865	2015
573.13866	2015
573.13867	2015
573.13868	2015
573.13869	2015
573.13870	other
573.13871	2015
573.13872	2015
573.13873	2015
573.13874	2015
573.13875	2012
573.13876	2015
573.13877	2015
573.13878	2015
573.13879	2015
573.13880	other
573.13881	2015
573.13882	2015
573.13883	2015
573.13884	2012
573.13885	2015
573.13886	2015
573.13887	2015
573.13888	2015
573.13889	2015
573.13890	other
573.13891	2015
573.13892	2015
573.13893	2012
573.13894	2015
573.13895	2015
573.13896	2015
573.13897	2015
573.13898	2015
573.13899	2015
573.13900	other
